Order Number ,Order Date,SKU ID,Warehouse ID,Customer Type,Order Quantity,Unit Sale Price,Revenue,,,,,
SO - 034747,04-Jan-22,1390BA,AXW291,Distributor,6.288698202,30,189,,,,,
SO - 034748,04-Jan-22,3038BA,AXW291,Distributor,1.039562493,1300,1351,,,,,
SO - 034749,04-Jan-22,1390BA,NXH382,Wholesale,4.305864439,30,129,,,,,
SO - 034750,04-Jan-22,1281BA,GUT930,Export,0.502691927,139500,70126,,,,,
SO - 034751,04-Jan-22,3249CA,AXW291,Wholesale,5.091375444,320,1629,,,,,
SO - 034752,04-Jan-22,3126BA,FLR025,Wholesale,3.797798713,30,114,,,,,
SO - 034753,04-Jan-22,1902BA,AXW291,Wholesale,5.37064925,30,161,,,,,
SO - 034754,04-Jan-22,2336BA,GUT930,Wholesale,291.7026166,7.92068,2310,,,,,
SO - 034755,04-Jan-22,2371CA,AXW291,Wholesale,6961.197384,3.44,23947,,,,,
SO - 034756,04-Jan-22,2515BA,GUT930,Wholesale,531,90,47790,,,,,
SO - 034757,04-Jan-22,1695CA,NXH382,Wholesale,1,1649.3,1649,,,,,
SO - 034758,04-Jan-22,2938CA,NXH382,Distributor,7,29.206,204,,,,,
SO - 034759,04-Jan-22,3462AA,AXW291,Wholesale,100,4.1,410,,,,,
SO - 034760,04-Jan-22,2785BA,NXH382,Wholesale,1367,34.48244,47137,,,,,
SO - 034761,04-Jan-22,3365CA,GUT930,Wholesale,50,13.3248,666,,,,,
SO - 034762,04-Jan-22,1083AA,AXW291,Distributor,6570,29.02,190661,,,,,
SO - 034763,04-Jan-22,1956AA,NXH382,Wholesale,1,573.09,573,,,,,
SO - 034764,05-Jan-22,3512AA,GUT930,Export,287,0.10295,30,,,,,
SO - 034765,05-Jan-22,3423CA,AXW291,Export,8,29.555,236,,,,,
SO - 034766,05-Jan-22,3494AA,AXW291,Wholesale,50,3.5,175,,,,,
SO - 034767,05-Jan-22,2785BA,AXW291,Export,55,34.48244,1897,,,,,
SO - 034768,05-Jan-22,2013AA,AXW291,Distributor,66,143.8402,9493,,,,,
SO - 034769,05-Jan-22,1385CA,NXH382,Wholesale,7,1781.5475,12471,,,,,
SO - 034770,05-Jan-22,3512AA,AXW291,Wholesale,60,0.10295,6,,,,,
SO - 034771,05-Jan-22,1956AA,AXW291,Distributor,1,573.09,573,,,,,
SO - 034772,05-Jan-22,1161AA,NXH382,Wholesale,21,136.5925,2868,,,,,
SO - 034773,05-Jan-22,2053BA,AXW291,Wholesale,3,1212.86889,3639,,,,,
SO - 034774,05-Jan-22,1497CA,GUT930,Wholesale,200,16.71828,3344,,,,,
SO - 034775,05-Jan-22,3003AA,AXW291,Distributor,6,13182,79092,,,,,
SO - 034776,05-Jan-22,1601AA,AXW291,Export,3,918.403,2755,,,,,
SO - 034777,05-Jan-22,1379CA,AXW291,Wholesale,59,490.18125,28921,,,,,
SO - 034778,05-Jan-22,2212AA,NXH382,Wholesale,1,747.405,747,,,,,
SO - 034779,05-Jan-22,3533CA,NXH382,Distributor,500,0.64377,322,,,,,
SO - 034780,05-Jan-22,3365CA,GUT930,Wholesale,1,13.3248,13,,,,,
SO - 034781,05-Jan-22,2291AA,GUT930,Wholesale,58,18.75596,1088,,,,,
SO - 034782,05-Jan-22,2498CA,AXW291,Export,1,117.17,117,,,,,
SO - 034783,05-Jan-22,3494AA,AXW291,Distributor,150,3.5,525,,,,,
SO - 034784,05-Jan-22,3365CA,FLR025,Distributor,72,13.3248,959,,,,,
SO - 034785,05-Jan-22,2189CA,FLR025,Wholesale,4,299.805,1199,,,,,
SO - 034786,05-Jan-22,2970CA,AXW291,Wholesale,1,512.205,512,,,,,
SO - 034787,05-Jan-22,3345AA,FLR025,Wholesale,8,31.06467,249,,,,,
SO - 034788,05-Jan-22,1445BA,AXW291,Wholesale,3,1291.865,3876,,,,,
SO - 034789,05-Jan-22,3404CA,NXH382,Wholesale,6,396.54,2379,,,,,
SO - 034790,05-Jan-22,1382CA,AXW291,Wholesale,20,613.52125,12270,,,,,
SO - 034791,05-Jan-22,3494AA,NXH382,Distributor,60,3.5,210,,,,,
SO - 034792,05-Jan-22,2501CA,AXW291,Wholesale,2213,35.12175,77724,,,,,
SO - 034793,05-Jan-22,1993AA,NXH382,Distributor,30,83.75125,2513,,,,,
SO - 034794,05-Jan-22,3616CA,AXW291,Export,12,433.1,5197,,,,,
SO - 034795,05-Jan-22,2923CA,AXW291,Wholesale,5,20.18857,101,,,,,
SO - 034796,05-Jan-22,3345AA,AXW291,Wholesale,3,31.06467,93,,,,,
SO - 034797,05-Jan-22,3138CA,AXW291,Wholesale,3,376.116,1128,,,,,
SO - 034798,05-Jan-22,3180BA,AXW291,Wholesale,2.047065355,30,61,,,,,
SO - 034799,05-Jan-22,2391CA,FLR025,Wholesale,15540.26677,0.75915,11797,,,,,
SO - 034800,05-Jan-22,1326AA,AXW291,Export,4.316493921,30,129,,,,,
SO - 034801,05-Jan-22,1902BA,GUT930,Distributor,2.252965178,30,68,,,,,
SO - 034802,05-Jan-22,3180BA,AXW291,Wholesale,6.878866655,30,206,,,,,
SO - 034803,05-Jan-22,2539AA,GUT930,Wholesale,5.112848753,30,153,,,,,
SO - 034804,05-Jan-22,3038BA,NXH382,Wholesale,1.15841728,1300,1506,,,,,
SO - 034805,05-Jan-22,1196AA,NXH382,Wholesale,3.166567076,30,95,,,,,
SO - 034806,05-Jan-22,1296CA,NXH382,Distributor,1.808975667,30,54,,,,,
SO - 034807,06-Jan-22,1801AA,GUT930,Wholesale,11.25947026,1250,14074,,,,,
SO - 034808,06-Jan-22,3249CA,AXW291,Wholesale,5.849416256,320,1872,,,,,
SO - 034809,06-Jan-22,2391CA,AXW291,Distributor,16459.73634,0.75915,12495,,,,,
SO - 034810,06-Jan-22,1801AA,AXW291,Wholesale,9.011221694,1250,11264,,,,,
SO - 034811,06-Jan-22,1798AA,GUT930,Distributor,5.958080004,375,2234,,,,,
SO - 034812,06-Jan-22,2267CA,AXW291,Distributor,9.428997515,1896.44,17882,,,,,
SO - 034813,06-Jan-22,3007CA,FLR025,Wholesale,1.140000009,18832.33,21469,,,,,
SO - 034814,06-Jan-22,1712AA,AXW291,Export,7.69027367,30,231,,,,,
SO - 034815,06-Jan-22,1745BA,NXH382,Distributor,4.50270518,175,788,,,,,
SO - 034816,06-Jan-22,1678CA,AXW291,Export,7.375764743,30,221,,,,,
SO - 034817,06-Jan-22,1830AA,AXW291,Wholesale,0.558560473,30,17,,,,,
SO - 034818,06-Jan-22,1819AA,FLR025,Wholesale,8.378839999,30,251,,,,,
SO - 034819,06-Jan-22,1678CA,GUT930,Wholesale,3.88276258,30,116,,,,,
SO - 034820,06-Jan-22,1317BA,AXW291,Export,2.567175645,30,77,,,,,
SO - 034821,06-Jan-22,3016BA,NXH382,Distributor,1.325422904,20005.8,26516,,,,,
SO - 034822,06-Jan-22,1315BA,AXW291,Export,1.005151946,30,30,,,,,
SO - 034823,06-Jan-22,1582CA,GUT930,Wholesale,2.04003604,550,1122,,,,,
SO - 034824,06-Jan-22,3271CA,GUT930,Distributor,0.059788621,34.5,2,,,,,
SO - 034825,06-Jan-22,1698CA,NXH382,Wholesale,1.136306402,30,34,,,,,
SO - 034826,06-Jan-22,1826AA,AXW291,Export,8.650308952,30,260,,,,,
SO - 034827,06-Jan-22,2267CA,FLR025,Wholesale,1.47490969,1896.44,2797,,,,,
SO - 034828,06-Jan-22,2573CA,GUT930,Distributor,0.508409127,1618.99,823,,,,,
SO - 034829,06-Jan-22,1296CA,GUT930,Wholesale,9.049969748,30,271,,,,,
SO - 034830,06-Jan-22,1947CA,GUT930,Export,4.803475677,30,144,,,,,
SO - 034831,06-Jan-22,1766CA,AXW291,Distributor,7.072219383,30,212,,,,,
SO - 034832,06-Jan-22,1584BA,AXW291,Wholesale,1.494718776,425,635,,,,,
SO - 034833,06-Jan-22,1244AA,GUT930,Wholesale,6411.570858,60,384694,,,,,
SO - 034834,06-Jan-22,3178CA,GUT930,Wholesale,0.663155809,26000,17242,,,,,
SO - 034835,06-Jan-22,1196AA,AXW291,Export,3.554178708,30,107,,,,,
SO - 034836,06-Jan-22,3271CA,GUT930,Export,0.291746619,34.5,10,,,,,
SO - 034837,06-Jan-22,1830AA,NXH382,Wholesale,0.900474717,30,27,,,,,
SO - 034838,06-Jan-22,3016BA,NXH382,Wholesale,1.791482415,20005.8,35840,,,,,
SO - 034839,06-Jan-22,1819AA,AXW291,Wholesale,4.392543995,30,132,,,,,
SO - 034840,06-Jan-22,3205AA,AXW291,Wholesale,0.929338806,76300,70909,,,,,
SO - 034841,06-Jan-22,1296CA,AXW291,Export,9.907739142,30,297,,,,,
SO - 034842,06-Jan-22,1688CA,GUT930,Distributor,9.979298301,30,299,,,,,
SO - 034843,06-Jan-22,1511CA,GUT930,Wholesale,20,6.787,136,,,,,
SO - 034844,06-Jan-22,3461CA,GUT930,Wholesale,2,30.064,60,,,,,
SO - 034845,06-Jan-22,1993AA,FLR025,Wholesale,200,83.75125,16750,,,,,
SO - 034846,06-Jan-22,3178CA,AXW291,Distributor,1,26000,26000,,,,,
SO - 034847,06-Jan-22,1193BA,AXW291,Wholesale,10,815,8150,,,,,
SO - 034848,06-Jan-22,2115CA,GUT930,Wholesale,13,1912.27,24860,,,,,
SO - 034849,06-Jan-22,3053AA,AXW291,Wholesale,17,40.87148,695,,,,,
SO - 034850,07-Jan-22,1695CA,AXW291,Distributor,1,1649.3,1649,,,,,
SO - 034851,07-Jan-22,1283CA,AXW291,Wholesale,1,98333.33,98333,,,,,
SO - 034852,07-Jan-22,1497CA,GUT930,Wholesale,61,16.71828,1020,,,,,
SO - 034853,07-Jan-22,3053AA,GUT930,Wholesale,3,40.87148,123,,,,,
SO - 034854,07-Jan-22,1116CA,GUT930,Wholesale,2737,32.8,89774,,,,,
SO - 034855,07-Jan-22,1163CA,GUT930,Wholesale,240,94.66425,22719,,,,,
SO - 034856,07-Jan-22,2714CA,NXH382,Wholesale,23,49.79846,1145,,,,,
SO - 034857,07-Jan-22,1009AA,AXW291,Wholesale,50,28.76326,1438,,,,,
SO - 034858,07-Jan-22,3358BA,AXW291,Wholesale,1,1363.64,1364,,,,,
SO - 034859,07-Jan-22,3502BA,NXH382,Distributor,2,1234.335,2469,,,,,
SO - 034860,07-Jan-22,1130AA,GUT930,Distributor,20,17.26609,345,,,,,
SO - 034861,07-Jan-22,2956AA,GUT930,Wholesale,6,12.02259,72,,,,,
SO - 034862,07-Jan-22,2606AA,GUT930,Export,2,2041.52333,4083,,,,,
SO - 034863,07-Jan-22,1009AA,AXW291,Distributor,305,28.76326,8773,,,,,
SO - 034864,07-Jan-22,1971AA,GUT930,Export,235,321.9469,75658,,,,,
SO - 034865,07-Jan-22,1624AA,AXW291,Export,3,722.101,2166,,,,,
SO - 034866,07-Jan-22,2060AA,AXW291,Wholesale,36,1101.15,39641,,,,,
SO - 034867,07-Jan-22,3576BA,FLR025,Wholesale,10,44.79,448,,,,,
SO - 034868,07-Jan-22,3423CA,AXW291,Wholesale,2,29.555,59,,,,,
SO - 034869,07-Jan-22,3138CA,GUT930,Export,4,376.116,1504,,,,,
SO - 034870,07-Jan-22,2938CA,NXH382,Wholesale,5,29.206,146,,,,,
SO - 034871,07-Jan-22,3006CA,AXW291,Wholesale,4.278169525,30,128,,,,,
SO - 034872,07-Jan-22,2449CA,GUT930,Distributor,9.703830035,30,291,,,,,
SO - 034873,07-Jan-22,1764AA,AXW291,Wholesale,4.833998371,325,1571,,,,,
SO - 034874,07-Jan-22,3098AA,NXH382,Distributor,5.971454416,3862.32,23064,,,,,
SO - 034875,07-Jan-22,1582CA,AXW291,Wholesale,0.689660123,550,379,,,,,
SO - 034876,07-Jan-22,2565CA,NXH382,Wholesale,174.5720373,463.03583,80833,,,,,
SO - 034877,07-Jan-22,1196AA,NXH382,Wholesale,7.424002888,30,223,,,,,
SO - 034878,07-Jan-22,2458CA,GUT930,Distributor,4319.696997,6.83263,29515,,,,,
SO - 034879,07-Jan-22,1468AA,AXW291,Wholesale,9.913215667,30,297,,,,,
SO - 034880,07-Jan-22,1315BA,AXW291,Export,0.595770636,30,18,,,,,
SO - 034881,07-Jan-22,1373BA,AXW291,Wholesale,0.159306451,30,5,,,,,
SO - 034882,07-Jan-22,1798AA,NXH382,Wholesale,4.403255099,375,1651,,,,,
SO - 034883,07-Jan-22,1374CA,AXW291,Wholesale,4.618042286,30,139,,,,,
SO - 034884,07-Jan-22,2143AA,AXW291,Distributor,2.838391282,30,85,,,,,
SO - 034885,07-Jan-22,1819AA,NXH382,Distributor,1.735063764,30,52,,,,,
SO - 034886,07-Jan-22,2565CA,AXW291,Wholesale,130.6995409,463.03583,60519,,,,,
SO - 034887,07-Jan-22,1584BA,NXH382,Distributor,0.214847712,425,91,,,,,
SO - 034888,07-Jan-22,1766CA,AXW291,Wholesale,6.961020312,30,209,,,,,
SO - 034889,07-Jan-22,3038BA,FLR025,Distributor,0.758643818,1300,986,,,,,
SO - 034890,07-Jan-22,1196AA,GUT930,Export,1.557751925,30,47,,,,,
SO - 034891,07-Jan-22,3178CA,GUT930,Wholesale,0.620579675,26000,16135,,,,,
SO - 034892,07-Jan-22,1281BA,FLR025,Wholesale,0.988883955,139500,137949,,,,,
SO - 034893,08-Jan-22,1764AA,NXH382,Distributor,4.092487013,325,1330,,,,,
SO - 034894,08-Jan-22,1811CA,AXW291,Distributor,2.029043213,30,61,,,,,
SO - 034895,08-Jan-22,3271CA,GUT930,Export,0.770748627,34.5,27,,,,,
SO - 034896,08-Jan-22,1283CA,GUT930,Export,0.60378462,98333.33,59372,,,,,
SO - 034897,08-Jan-22,2143AA,NXH382,Distributor,4.478140564,30,134,,,,,
SO - 034898,08-Jan-22,1488CA,NXH382,Distributor,8.441386881,30,253,,,,,
SO - 034899,08-Jan-22,1764AA,GUT930,Wholesale,1.959888242,325,637,,,,,
SO - 034900,08-Jan-22,2418CA,GUT930,Export,3212.715047,5.8,18634,,,,,
SO - 034901,08-Jan-22,2117BA,AXW291,Wholesale,26.28820432,2424,63723,,,,,
SO - 034902,08-Jan-22,3178CA,AXW291,Distributor,0.032229429,26000,838,,,,,
SO - 034903,08-Jan-22,1678CA,GUT930,Wholesale,4.551335049,30,137,,,,,
SO - 034904,08-Jan-22,3126BA,GUT930,Distributor,5.035244561,30,151,,,,,
SO - 034905,08-Jan-22,3264CA,AXW291,Distributor,1.457169243,30,44,,,,,
SO - 034906,08-Jan-22,1321BA,NXH382,Wholesale,6.535201665,30,196,,,,,
SO - 034907,08-Jan-22,1296CA,GUT930,Distributor,1.955558354,30,59,,,,,
SO - 034908,08-Jan-22,3205AA,AXW291,Distributor,0.092620075,76300,7067,,,,,
SO - 034909,08-Jan-22,1857AA,FLR025,Export,5.842096774,30,175,,,,,
SO - 034910,08-Jan-22,1244AA,GUT930,Wholesale,589.8793988,60,35393,,,,,
SO - 034911,08-Jan-22,1947CA,GUT930,Wholesale,1.01759689,30,31,,,,,
SO - 034912,08-Jan-22,1196AA,AXW291,Wholesale,9.030901011,30,271,,,,,
SO - 034913,08-Jan-22,1196AA,AXW291,Distributor,4.29445872,30,129,,,,,
SO - 034914,08-Jan-22,2573CA,AXW291,Export,15.55878106,1618.99,25190,,,,,
SO - 034915,08-Jan-22,1672AA,GUT930,Wholesale,6.327579372,30,190,,,,,
SO - 034916,08-Jan-22,3180BA,AXW291,Distributor,1.47909027,30,44,,,,,
SO - 034917,08-Jan-22,1244AA,NXH382,Wholesale,1607.305576,60,96438,,,,,
SO - 034918,08-Jan-22,1678CA,AXW291,Wholesale,6.946010299,30,208,,,,,
SO - 034919,08-Jan-22,3239AA,NXH382,Distributor,7.55108627,687.5,5191,,,,,
SO - 034920,08-Jan-22,1964BA,GUT930,Distributor,17.5,99.12769,1735,,,,,
SO - 034921,08-Jan-22,1584BA,NXH382,Wholesale,1,425,425,,,,,
SO - 034922,08-Jan-22,3590BA,NXH382,Distributor,11,115.085,1266,,,,,
SO - 034923,08-Jan-22,2876CA,AXW291,Wholesale,1,427.425,427,,,,,
SO - 034924,08-Jan-22,3619CA,AXW291,Wholesale,3500,0.7455,2609,,,,,
SO - 034925,08-Jan-22,2060AA,GUT930,Wholesale,2,1101.15,2202,,,,,
SO - 034926,08-Jan-22,3610AA,AXW291,Distributor,6,156.16,937,,,,,
SO - 034927,08-Jan-22,1330CA,AXW291,Distributor,1,6000,6000,,,,,
SO - 034928,08-Jan-22,3399AA,AXW291,Export,8,194.753,1558,,,,,
SO - 034929,08-Jan-22,3590BA,GUT930,Wholesale,7,115.085,806,,,,,
SO - 034930,08-Jan-22,3025CA,AXW291,Wholesale,1,1092.5,1093,,,,,
SO - 034931,08-Jan-22,3138CA,GUT930,Wholesale,24,376.116,9027,,,,,
SO - 034932,08-Jan-22,1317CA,AXW291,Distributor,1,4908.7,4909,,,,,
SO - 034933,08-Jan-22,3462AA,NXH382,Wholesale,50,4.1,205,,,,,
SO - 034934,08-Jan-22,1497CA,NXH382,Wholesale,221,16.71828,3695,,,,,
SO - 034935,08-Jan-22,1499AA,AXW291,Distributor,200,14.22359,2845,,,,,
SO - 034936,09-Jan-22,3461CA,AXW291,Distributor,25,30.064,752,,,,,
SO - 034937,09-Jan-22,2054AA,AXW291,Wholesale,3,751.83,2255,,,,,
SO - 034938,09-Jan-22,3365CA,AXW291,Wholesale,10,13.3248,133,,,,,
SO - 034939,09-Jan-22,3143CA,NXH382,Wholesale,20,47.764,955,,,,,
SO - 034940,09-Jan-22,1479CA,AXW291,Wholesale,2,385.5625,771,,,,,
SO - 034941,09-Jan-22,2515BA,FLR025,Wholesale,250,90,22500,,,,,
SO - 034942,09-Jan-22,1009AA,AXW291,Distributor,102,28.76326,2934,,,,,
SO - 034943,09-Jan-22,1908AA,GUT930,Wholesale,1,27809.1,27809,,,,,
SO - 034944,09-Jan-22,1695CA,NXH382,Wholesale,5,1649.3,8247,,,,,
SO - 034945,09-Jan-22,2331CA,AXW291,Export,357,210.12419,75014,,,,,
SO - 034946,09-Jan-22,2044CA,FLR025,Export,16,740.82,11853,,,,,
SO - 034947,09-Jan-22,2021CA,AXW291,Export,2,295.27467,591,,,,,
SO - 034948,09-Jan-22,3502BA,FLR025,Wholesale,2,1234.335,2469,,,,,
SO - 034949,09-Jan-22,3576BA,NXH382,Wholesale,6,44.79,269,,,,,
SO - 034950,09-Jan-22,2291AA,NXH382,Export,478,18.75596,8965,,,,,
SO - 034951,09-Jan-22,1009AA,AXW291,Wholesale,172,28.76326,4947,,,,,
SO - 034952,09-Jan-22,3345AA,AXW291,Export,5,31.06467,155,,,,,
SO - 034953,09-Jan-22,1945AA,NXH382,Distributor,1,965,965,,,,,
SO - 034954,09-Jan-22,1499CA,NXH382,Wholesale,2,6600,13200,,,,,
SO - 034955,09-Jan-22,3462AA,AXW291,Export,100,4.1,410,,,,,
SO - 034956,09-Jan-22,1582CA,AXW291,Wholesale,1.32751532,550,730,,,,,
SO - 034957,09-Jan-22,1295CA,AXW291,Distributor,0.214222998,175000,37489,,,,,
SO - 034958,09-Jan-22,3038BA,AXW291,Export,0.26896928,1300,350,,,,,
SO - 034959,09-Jan-22,1851CA,AXW291,Wholesale,4.941948696,30,148,,,,,
SO - 034960,09-Jan-22,1582CA,NXH382,Export,1.890803617,550,1040,,,,,
SO - 034961,09-Jan-22,3271CA,AXW291,Export,1.439803223,34.5,50,,,,,
SO - 034962,09-Jan-22,3205AA,NXH382,Wholesale,0.323674652,76300,24696,,,,,
SO - 034963,09-Jan-22,1295CA,AXW291,Wholesale,0.105356578,175000,18437,,,,,
SO - 034964,09-Jan-22,3239AA,AXW291,Wholesale,4.940669386,687.5,3397,,,,,
SO - 034965,09-Jan-22,1811CA,AXW291,Export,4.376111231,30,131,,,,,
SO - 034966,09-Jan-22,2573CA,GUT930,Wholesale,11.21593639,1618.99,18158,,,,,
SO - 034967,09-Jan-22,1672AA,AXW291,Distributor,0.540202224,30,16,,,,,
SO - 034968,09-Jan-22,1798AA,FLR025,Distributor,1.524021973,375,572,,,,,
SO - 034969,09-Jan-22,2365AA,GUT930,Wholesale,0.419049348,30,13,,,,,
SO - 034970,09-Jan-22,1420CA,AXW291,Wholesale,3.036946967,30,91,,,,,
SO - 034971,09-Jan-22,1295CA,NXH382,Distributor,0.204774841,175000,35836,,,,,
SO - 034972,09-Jan-22,2365AA,AXW291,Wholesale,8.317917854,30,250,,,,,
SO - 034973,09-Jan-22,1681CA,AXW291,Wholesale,25.9020286,93,2409,,,,,
SO - 034974,09-Jan-22,2449CA,FLR025,Distributor,1.29634589,30,39,,,,,
SO - 034975,09-Jan-22,3075BA,AXW291,Distributor,15.83630376,31,491,,,,,
SO - 034976,09-Jan-22,1317BA,AXW291,Wholesale,7.262013203,30,218,,,,,
SO - 034977,09-Jan-22,1317BA,FLR025,Wholesale,9.389066593,30,282,,,,,
SO - 034978,09-Jan-22,1672AA,NXH382,Distributor,6.460617316,30,194,,,,,
SO - 034979,10-Jan-22,2473CA,AXW291,Wholesale,7021.707452,5.95,41779,,,,,
SO - 034980,10-Jan-22,3264CA,AXW291,Distributor,6.642477497,30,199,,,,,
SO - 034981,10-Jan-22,1827AA,AXW291,Distributor,3.759403642,30,113,,,,,
SO - 034982,10-Jan-22,1367CA,NXH382,Wholesale,0.041910716,22000,922,,,,,
SO - 034983,10-Jan-22,1766CA,GUT930,Distributor,1.663359768,30,50,,,,,
SO - 034984,10-Jan-22,1373BA,GUT930,Wholesale,0.167432079,30,5,,,,,
SO - 034985,10-Jan-22,1826AA,GUT930,Distributor,6.226167712,30,187,,,,,
SO - 034986,10-Jan-22,1681CA,AXW291,Wholesale,11.0908263,93,1031,,,,,
SO - 034987,10-Jan-22,2573CA,AXW291,Distributor,7.585410863,1618.99,12281,,,,,
SO - 034988,10-Jan-22,1947CA,FLR025,Wholesale,8.589963779,30,258,,,,,
SO - 034989,10-Jan-22,3180BA,GUT930,Distributor,2.720134836,30,82,,,,,
SO - 034990,10-Jan-22,1317BA,GUT930,Distributor,2.93209552,30,88,,,,,
SO - 034991,10-Jan-22,1876AA,AXW291,Wholesale,0.227142333,22919,5206,,,,,
SO - 034992,10-Jan-22,1947CA,GUT930,Wholesale,7.733384769,30,232,,,,,
SO - 034993,10-Jan-22,1947CA,AXW291,Wholesale,2.670805083,30,80,,,,,
SO - 034994,10-Jan-22,1678CA,FLR025,Wholesale,0.942995888,30,28,,,,,
SO - 034995,10-Jan-22,2422BA,GUT930,Distributor,2145.981535,49.9,107084,,,,,
SO - 034996,10-Jan-22,2473CA,AXW291,Wholesale,12757.33356,5.95,75906,,,,,
SO - 034997,10-Jan-22,1308BA,NXH382,Export,3.515737226,30,105,,,,,
SO - 034998,10-Jan-22,3126BA,AXW291,Export,3.168338116,30,95,,,,,
SO - 034999,10-Jan-22,1373BA,AXW291,Distributor,7.035691151,30,211,,,,,
SO - 035000,10-Jan-22,1826AA,GUT930,Export,0.310551956,30,9,,,,,
SO - 035001,10-Jan-22,3098AA,GUT930,Distributor,5.215347954,3862.32,20143,,,,,
SO - 035002,10-Jan-22,1083AA,FLR025,Export,80,29.02,2322,,,,,
SO - 035003,10-Jan-22,2930CA,NXH382,Distributor,80,20.00833,1601,,,,,
SO - 035004,10-Jan-22,2923CA,NXH382,Distributor,1,20.18857,20,,,,,
SO - 035005,10-Jan-22,3461CA,GUT930,Wholesale,4,30.064,120,,,,,
SO - 035006,10-Jan-22,2935BA,NXH382,Wholesale,21.6,23.495,507,,,,,
SO - 035007,10-Jan-22,2021CA,NXH382,Export,6,295.27467,1772,,,,,
SO - 035008,10-Jan-22,2977BA,AXW291,Export,3,52.8,158,,,,,
SO - 035009,10-Jan-22,2867AA,AXW291,Distributor,3,297.635,893,,,,,
SO - 035010,10-Jan-22,3590BA,AXW291,Distributor,9,115.085,1036,,,,,
SO - 035011,10-Jan-22,3420AA,FLR025,Wholesale,1,17.255,17,,,,,
SO - 035012,10-Jan-22,3358BA,AXW291,Wholesale,1,1363.64,1364,,,,,
SO - 035013,10-Jan-22,2803BA,AXW291,Wholesale,613,42.48576,26044,,,,,
SO - 035014,10-Jan-22,2115CA,AXW291,Export,45,1912.27,86052,,,,,
SO - 035015,10-Jan-22,1464AA,NXH382,Export,2,842.57,1685,,,,,
SO - 035016,10-Jan-22,3462AA,NXH382,Wholesale,50,4.1,205,,,,,
SO - 035017,10-Jan-22,2277AA,FLR025,Distributor,798,6.37172,5085,,,,,
SO - 035018,10-Jan-22,3495CA,GUT930,Distributor,20,39.835,797,,,,,
SO - 035019,10-Jan-22,1479CA,GUT930,Wholesale,4,385.5625,1542,,,,,
SO - 035020,10-Jan-22,1145BA,GUT930,Export,79,85.30066,6739,,,,,
SO - 035021,10-Jan-22,1907AA,NXH382,Distributor,2,6617.42,13235,,,,,
SO - 035022,11-Jan-22,1403CA,FLR025,Wholesale,2,2550,5100,,,,,
SO - 035023,11-Jan-22,1571AA,NXH382,Export,2.497195728,320,799,,,,,
SO - 035024,11-Jan-22,1374CA,GUT930,Wholesale,9.949356511,30,298,,,,,
SO - 035025,11-Jan-22,2418CA,GUT930,Wholesale,12009.22377,5.8,69653,,,,,
SO - 035026,11-Jan-22,1857AA,AXW291,Export,6.894894901,30,207,,,,,
SO - 035027,11-Jan-22,1582CA,GUT930,Wholesale,2.096268454,550,1153,,,,,
SO - 035028,11-Jan-22,2565CA,AXW291,Wholesale,175.3648189,463.03583,81200,,,,,
SO - 035029,11-Jan-22,2336BA,AXW291,Distributor,28.31665935,7.92068,224,,,,,
SO - 035030,11-Jan-22,1283CA,AXW291,Export,0.835247431,98333.33,82133,,,,,
SO - 035031,11-Jan-22,2528CA,NXH382,Wholesale,1067.887468,21,22426,,,,,
SO - 035032,11-Jan-22,3178CA,AXW291,Wholesale,0.031655105,26000,823,,,,,
SO - 035033,11-Jan-22,3180BA,GUT930,Distributor,0.322209181,30,10,,,,,
SO - 035034,11-Jan-22,2117BA,NXH382,Export,39.23230226,2424,95099,,,,,
SO - 035035,11-Jan-22,2548CA,NXH382,Wholesale,4.086039668,30,123,,,,,
SO - 035036,11-Jan-22,1826AA,AXW291,Wholesale,6.164768888,30,185,,,,,
SO - 035037,11-Jan-22,3264CA,FLR025,Wholesale,7.503262505,30,225,,,,,
SO - 035038,11-Jan-22,1827AA,AXW291,Wholesale,5.612640858,30,168,,,,,
SO - 035039,11-Jan-22,1764AA,AXW291,Distributor,5.032801319,325,1636,,,,,
SO - 035040,11-Jan-22,1712AA,AXW291,Distributor,4.989578275,30,150,,,,,
SO - 035041,11-Jan-22,1434BA,AXW291,Wholesale,2.856514474,30,86,,,,,
SO - 035042,11-Jan-22,1681CA,AXW291,Wholesale,4.746634344,93,441,,,,,
SO - 035043,11-Jan-22,2422BA,FLR025,Wholesale,485.4698931,49.9,24225,,,,,
SO - 035044,11-Jan-22,3205AA,AXW291,Wholesale,0.514552119,76300,39260,,,,,
SO - 035045,11-Jan-22,3178CA,AXW291,Wholesale,0.140132844,26000,3643,,,,,
SO - 035046,11-Jan-22,3180BA,GUT930,Distributor,1.557433973,30,47,,,,,
SO - 035047,11-Jan-22,2143AA,NXH382,Wholesale,1.619276245,30,49,,,,,
SO - 035048,11-Jan-22,3178CA,AXW291,Export,0.874904835,26000,22748,,,,,
SO - 035049,11-Jan-22,3180BA,AXW291,Wholesale,3.487459551,30,105,,,,,
SO - 035050,11-Jan-22,1688CA,NXH382,Wholesale,6.507086685,30,195,,,,,
SO - 035051,11-Jan-22,1766CA,GUT930,Wholesale,7.431241993,30,223,,,,,
SO - 035052,11-Jan-22,3249CA,AXW291,Wholesale,3.482857865,320,1115,,,,,
